_id,Job Title,Company Name,Location,Job Type,Workplace Type,Years of Experience,Career Level,Job Category,Skills,Job Link
680d059b9eeca96d883e4511,senior procurement officer,Confidential -,"Shorouk City, Cairo, Egypt",Full Time,On-site,· 5 - 12 Yrs of Exp,Experienced,· Accounting/Finance,"['· Administration', '· Business Administration', '· Communication', '· Logistics', '· Management', '· Microsoft Office', '· Planning']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/x1FqgcfZb3Qw-senior-procurement-officer-Cairo-Egypt
680d059b9eeca96d883e4512,Human Resource Recruiter,TAR Company -,"Mansoura, Dakahlia, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Administration,"['· Administration', '· Microsoft Office', '· Personnel', '· Recruitment', '· Payroll']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nryxv0gb0lWJ-Human-Resource-Recruiter-TAR-Company-Dakahlia-Egypt
680d059b9eeca96d883e4513,Telesales Representative,TAR Company -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Experienced,· Business Development,"['· computer', '· Communication', '· CRM Software', '· Customer Service', '· negotiation skills', '· sales skills', '· Telesales']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/v2e4FzV9AkbC-Telesales-Representative-TAR-Company-Cairo-Egypt
680d059b9eeca96d883e4514,Sales Specialistl,SAMSTEM L.L.C -,"Mansoura, Dakahlia, Egypt",Freelance / Project,Remote,· 1 - 10 Yrs of Exp,Senior Management,· IT/Software Development,"['· Sales', '· target-oriented', '· Cold Calling', '· Negotiation', '· deal closing']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/9Uhm2d99WwKD-Sales-Specialistl-SAMSTEM-L-L-C-Dakahlia-Egypt
680d059b9eeca96d883e4515,Social Media Specialist,S G D -,"Mohandessin, Giza, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· Communication', '· digital media', '· E-Marketing', '· Social Media']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rA9tUzNFXTse-Social-Media-Specialist-S-G-D-Giza-Egypt
680d059b9eeca96d883e4516,Environmental Engineer/Specialist,Saudi Environment Company -,"Jeddah, Saudi Arabia",Full Time,On-site,· 3 - 10 Yrs of Exp,Experienced,· Quality,"['· Environmental', '· Environmental plans', '· MS Office', '· Quality Assurance', '· Environmental Engineering', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/SDYx0v1r3Hxm-Environmental-EngineerSpecialist-Saudi-Environment-Company-Jeddah-Saudi-Arabia
680d059b9eeca96d883e4517,Tele-Sales Specialist,51 Talk -,"Cairo, Egypt",Full Time,On-site,· 1 - 5 Yrs of Exp,Entry Level,· Customer Service/Support,"['· Communication', '· Communication skills', '· sales skills', '· Sales', '· Sales Target', '· sales targets', '· Telesales', '· Customer Service', '· Customer']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yOnr4Iczfxsg-Tele-Sales-Specialist-51-Talk-Cairo-Egypt
680d059b9eeca96d883e4518,Civil Technical Office Engineer,Sinoma-cdi -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· Civil', '· AutoCAD', '· Civil Engineering', '· Engineering', '· English', '· Microsoft Office', '· Technical Office', '· Technical Drawings', '· Revit']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/W2DpcCzLtUOw-Civil-Technical-Office-Engineer-Sinoma-cdi-Cairo-Egypt
680d059b9eeca96d883e4519,Site Accountant,Sinoma-cdi -,"Alamein, Matruh, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Entry Level,· Accounting/Finance,"['· Accounting', '· Accounting Software', '· Construction', '· Financial Analysis', '· Finance', '· Microsoft Excel', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/iu6YCJ1eEBND-Site-Accountant-Sinoma-cdi-Matruh-Egypt
680d059b9eeca96d883e451a,Accountant Supervisor - Fayoum site,Logistica -,"Fayoum, Fayoum, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Experienced,· Accounting/Finance,"['· Accounting', '· Commerce', '· Financial Analysis', '· Treasury', '· AR']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nYArUAsuOnRG-Accountant-Supervisor---Fayoum-site-Logistica-Fayoum-Egypt
680d059b9eeca96d883e451b,Sales Representative,provision trading -,"Jeddah, Saudi Arabia",Full Time,Remote,· 1 - 5 Yrs of Exp,Experienced,· Purchasing/Procurement,"['· Communication', '· Communication skills', '· Logistics', '· Purchasing', '· Sales']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Qh0MBawTCt5J-Sales-Representative-provision-trading-Jeddah-Saudi-Arabia
680d059b9eeca96d883e451c,Administrative Secretary,ايناوكس -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 1 - 5 Yrs of Exp,Experienced,· Administration,"['· Administration', '· Assistant', '· administrative', '· Communication skills', '· Office management', '· office', '· MS Office', '· Management', '· excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bxAoYTl3f212-Administrative-Secretary-ايناوكس-Cairo-Egypt
680d059b9eeca96d883e451d,Architectural Design Engineer,ACE Consulting Engineers  (Moharram - Bakhoum  -,"Dokki, Giza, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· Architectural Engineering', '· Architecture', '· Design', '· Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/uS1hSALd16YP-Architectural-Design-Engineer-ACE-Consulting-Engineers-Moharram---Bakhoum-Giza-Egypt
680d059b9eeca96d883e451e,Senior Sales Supervisor,Horus Foam Manufacturing -,"6th of October, Giza, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Manager,· Sales/Retail,"['· Sales', '· Sales Target', '· Outdoor Sales', '· Indoor Sales', '· Sales Field', '· Communication', '· sales skills', '· Customer Care', '· Customer Service']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5b1UnM09lOCa-Senior-Sales-Supervisor-Horus-Foam-Manufacturing-Giza-Egypt
680d059b9eeca96d883e451f,Tour Operator,Confidential -,"Cairo, Egypt",Full Time,On-site,· 0 - 1 Yrs of Exp,Entry Level,· Tourism/Travel,"['· Travel', '· Tourism']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rLegHypLRiZW-Tour-Operator-Cairo-Egypt
680d059b9eeca96d883e4520,Internal Auditor,Confidential -,"Cairo, Egypt",Full Time,On-site,· 5 - 8 Yrs of Exp,Experienced,· Accounting/Finance,"['· Accounting', '· Auditing', '· Auditing standards', '· auditor', '· Internal auditor']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qNz8XmzvRY0H-Internal-Auditor-Cairo-Egypt
680d059b9eeca96d883e4521,Indoor Sales Representatives - Furniture,Confidential -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Sales/Retail,"['· Sales', '· sales skills', '· Sales Target', '· Customer Service', '· Inside Sales']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gL2PZQps1OS1-Indoor-Sales-Representatives---Furniture-Cairo-Egypt
680d059b9eeca96d883e4522,Accountant,Confidential -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 2 - 4 Yrs of Exp,Entry Level,· Accounting/Finance,"['· Microsoft Excel', '· Odoo ERP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/d0VzkWFToznl-Accountant-Cairo-Egypt
680d059b9eeca96d883e4523,Technical Office Civil Engineer,Amer Vision Group -,"Sheraton, Cairo, Egypt",Full Time,On-site,· 2 - 6 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· Civil', '· Civil Engineering', '· AutoCAD', '· Management', '· Time Management', '· Engineering', '· Projects']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/VSbgeXhG8Oyq-Technical-Office-Civil-Engineer-Amer-Vision-Group-Cairo-Egypt
680d059b9eeca96d883e4524,Senior Sales Engineer (Mechanical),EgyptianEuropean -,"6th of October, Giza, Egypt",Full Time,On-site,· 3+ Yrs of Exp,Experienced,· Business Development,"['· Sales', '· Engineering', '· Mechanical Engineering', '· HVAC', '· Refrigeration', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HEosyWihraN9-Senior-Sales-Engineer-Mechanical-EgyptianEuropean-Giza-Egypt
680d059b9eeca96d883e4525,IT Specialist,Rockal -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 1 - 1 Yrs of Exp,Entry Level,· IT/Software Development,"['· IT', '· IT Specialist', '· Technical Support']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nH9xJtpXCn9M-IT-Specialist-Rockal-Cairo-Egypt
680d059b9eeca96d883e4526,Mechanical BIM Engineer,Sinoma-cdi -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· Mechanical Engineering', '· MEP', '· mechanical power', '· Mechanical', '· mechanical power engineering', '· Engineering', '· Revit', '· Power', '· Power Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Bz1iDarRH70J-Mechanical-BIM-Engineer-Sinoma-cdi-Cairo-Egypt
680d059b9eeca96d883e4527,Costing Section-Head,Goldentex -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Experienced,· Accounting/Finance,"['· Cost', '· Control', '· Cost Accounting', '· Cost Control', '· Accounting', '· Finance']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nI3Jlnb9GWzL-Costing-Section-Head-Goldentex-Cairo-Egypt
680d059b9eeca96d883e4528,Procurement Specialist - Paints,Confidential -,"Cairo, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Experienced,· Administration,"['· foreign', '· Foreign Purchasing', '· Paints', '· Procurement', '· Purchasing', '· Purchasing Specialist', '· Supply Chain']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/NyK3mLsKBhep-Procurement-Specialist---Paints-Cairo-Egypt
680d059b9eeca96d883e4529,Customer Service Officer (Females Only),Colortek Egypt / Epdc -,"Maadi, Cairo, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· Communication', '· CRM', '· Customer Care', '· Customer Service', '· Customer Support', '· English', '· Retail']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8u7v6DIiXh03-Customer-Service-Officer-Females-Only-Colortek-Egypt-Epdc-Cairo-Egypt
680d059b9eeca96d883e452a,Showroom Sales Officer (Females Only),Colortek Egypt / Epdc -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· business', '· B2B', '· Communication', '· Arabic', '· CRM', '· Customer Service', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/dmeRVRjEGtct-Showroom-Sales-Officer-Females-Only-Colortek-Egypt-Epdc-Cairo-Egypt
680d059b9eeca96d883e452b,Content Editor,Confidential -,"Cairo, Egypt",Full Time,On-site,· 6 - 10 Yrs of Exp,Experienced,· Writing/Editorial,"['· Content', '· Content Editor', '· Content Management', '· Content Management Systems', '· editor', '· Marketing', '· Social Media']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XptcVLNiHKZB-Content-Editor-Cairo-Egypt
680d059b9eeca96d883e452c,Jr. Electrical Maintenance Engineer,National Pipe Company -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Experienced,· Installation/Maintenance/Repair,"['· Electrical', '· Electrical Engineering', '· Engineering', '· Maintenance', '· plaster mixers', '· steam boilers', '· welding machines']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vOX9SchElo0D-Jr-Electrical-Maintenance-Engineer-National-Pipe-Company-Cairo-Egypt
680d059b9eeca96d883e452d,Jr. Mechanical Maintenance Engineer,National Pipe Company -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Entry Level,· Installation/Maintenance/Repair,"['· Mechanical', '· Mechanical Engineering', '· Maintenance', '· Engineering', '· Factories', '· Hydraulic', '· Air Compressors', '· Compressors']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/j9TQHmp9W8PS-Jr-Mechanical-Maintenance-Engineer-National-Pipe-Company-Cairo-Egypt
680d059b9eeca96d883e452e,BI software adminstrator,Lecico Egypt -,"Alexandria, Egypt",Full Time,On-site,· 0 - 2 Yrs of Exp,Experienced,· IT/Software Development,"['· BI', '· Computer Science', '· Data Science', '· Information Technology (IT)', '· Software Development']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Bz3JjsA9ETqK-BI-software-adminstrator-Lecico-Egypt-Alexandria-Egypt
680d059b9eeca96d883e452f,Chief Surveying,Outservingplus -,"Abu Qir, Alexandria, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· AutoCAD 2D', '· Civil Engineering', '· Construction', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/FGAUN6N65GLQ-Chief-Surveying-Outservingplus-Alexandria-Egypt
680d059b9eeca96d883e4530,Video Editor,IM Productions -,"Cairo, Egypt",Full Time,Remote,N/A,Experienced,· Creative/Design/Art,"['· Video Editing', '· Thumbnail Design', '· Adobe Premiere Pro', '· After Effects', '· Social Media Optimization']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/umUHUgArig4Y-Video-Editor-IM-Productions-Cairo-Egypt
680d059b9eeca96d883e4531,Sales Executive,AZ For Trade & Marketing -,"Mokattam, Cairo, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· IT/Software Development,"['· sales skills', '· Sales', '· Executive', '· Software Sales', '· mobile application sales', '· CRM Software', '· Sales Executive', '· CRM']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/oz3YwhENmlNe-Sales-Executive-AZ-For-Trade-Marketing-Cairo-Egypt
680d059b9eeca96d883e4532,Outbound Tour Operator,Travel Nexus -,"Cairo, Egypt",Full Time,On-site,· 3+ Yrs of Exp,Experienced,· Tourism/Travel,"['· Travel Sales', '· Tourism', '· Travel', '· CRM', '· English', '· ERP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/VfkQFK9Fn73e-Outbound-Tour-Operator-Travel-Nexus-Cairo-Egypt
680d059b9eeca96d883e4533,Domestic Tour Operator,Travel Nexus -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 3+ Yrs of Exp,Experienced,· Tourism/Travel,"['· Travel', '· Tourism', '· Travel Sales', '· English', '· ERP', '· CRM']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZSeY7kG12hiW-Domestic-Tour-Operator-Travel-Nexus-Cairo-Egypt
680d059b9eeca96d883e4534,Marketing Specialist (FMCG Background),Egybell -,"Obour City, Cairo, Egypt",Full Time,On-site,· 3 - 4 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· media', '· Market Research', '· Marketing', '· Communication', '· fmcg marketing', '· FMCG', '· Social Media', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/lMhNzWTLax4L-Marketing-Specialist-FMCG-Background-Egybell-Cairo-Egypt
680d059b9eeca96d883e4535,B2B Sales Specialist,Egybell -,"Maadi, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Business Development,"['· B2B Sales', '· B2B', '· English', '· Sales', '· sales skills', '· Sales Target']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/VwNNL6JAy2Ds-B2B-Sales-Specialist-Egybell-Cairo-Egypt
680d059b9eeca96d883e4536,Full Stack Developer,Confidential -,"Cairo, Egypt",Full Time,Remote,· 4+ Yrs of Exp,Experienced,· IT/Software Development,"['· next.js', '· tailwind', '· React.js', '· React js', '· Js', '· JavaScript', '· Node.js', '· node', '· React']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/JRA0TEfixPEs-Full-Stack-Developer-Cairo-Egypt
680d059b9eeca96d883e4537,Recruitment Intern - 6 month,Stufflink -,"Cairo, Egypt",Internship,Remote,N/A,Entry Level,· Human Resources,"['· Communication', '· Planning', '· Organizing', '· Recruitment', '· Human Resources (HR)', '· Microsoft Office', '· power point', '· presentation skills']",https://wuzzuf.nethttps://wuzzuf.net/internship/JsEVo4e9ZqKL-Recruitment-Intern---6-month-Stufflink-Cairo-Egypt
680d059b9eeca96d883e4538,Call Center Agent And Moderator,Qpol fawry -,"Dokki, Giza, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Customer Service/Support,"['· Agent', '· Call center agent', '· Customer Service', '· Call Center', '· Communication', '· Customer', '· CRM', '· Customer Care']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gFrqeFnXpdFw-Call-Center-Agent-And-Moderator-Qpol-fawry-Giza-Egypt
680d059b9eeca96d883e4539,Sales Representative,Elmesallamy -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Sales/Retail,"['· sales skills', '· Experience', '· Communication', '· Customer Service', '· E-Learning', '· Education', '· learning', '· Presentation', '· Sales']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mSQ4gKFDKFgp-Sales-Representative-Elmesallamy-Cairo-Egypt
680d059b9eeca96d883e453a,Corporate Sales Officer,Confidential -,"Mohandessin, Giza, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Experienced,· Sales/Retail,"['· sales skills', '· Sales', '· Customer Service', '· Sales Target', '· Arabic', '· Communication', '· Corporate', '· Corporate Sales', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/qZmsFNOtn0l9-Corporate-Sales-Officer-Giza-Egypt
680d059b9eeca96d883e453b,Unit Manager,Dreem Mashreq Foods  -,"Kafr Alsheikh, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Manager,· Business Development,"['· Business Development', '· Sales', '· Sales Target', '· sales skills', '· Microsoft Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/hhAHEf9QHv8g-Unit-Manager-Dreem-Mashreq-Foods-Kafr-Alsheikh-Egypt
680d059b9eeca96d883e453c,Merchandising Manager,Dreem Mashreq Foods  -,"Giza, Egypt",Full Time,On-site,· 10 - 15 Yrs of Exp,Manager,· Operations/Management,"['· FMCG', '· Merchandising', '· Retail', '· Sales', '· Food', '· sales skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/HUteQ0GLeaYN-Merchandising-Manager-Dreem-Mashreq-Foods-Giza-Egypt
680d059b9eeca96d883e453d,CEO - Office Manager,El Banna Group Company -,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Administration,"['· Administration', '· Secretary', '· Office management', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XvEVaHeiRjAY-CEO---Office-Manager-El-Banna-Group-Company-Sharqia-Egypt
680d059b9eeca96d883e453e,Senior Media Buyer,Confidential -,"Bath, United Kingdom",Full Time,Remote,· 3 - 10 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· Marketing Strategy', '· Digital Marketing', '· Advertising', '· E-Commerce', '· Marketing', '· Media Buying', '· Social Media', '· digital marketing', '· facebook']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/76cFp3pmQcf7-Senior-Media-Buyer-Bath-United-Kingdom
680d059b9eeca96d883e453f,Senior Marketing Strategist,Confidential -,"Bath, United Kingdom",Full Time,Remote,· 3 - 10 Yrs of Exp,Experienced,· Business Development,"['· Marketing Strategy', '· Consulting', '· Business Development', '· Digital Marketing', '· Research', '· B2B', '· Communication']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/7CCAQuwmz5PK-Senior-Marketing-Strategist-Bath-United-Kingdom
680d059b9eeca96d883e4540,General Accountant,Blue Nile -,"Zamalek, Cairo, Egypt",Full Time,On-site,· 2 - 4 Yrs of Exp,Experienced,· Accounting/Finance,"['· accountant', '· Accounting', '· Beverage', '· Finance', '· Financial Analysis', '· Food', '· Financial Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8t3cE2PBFXSH-General-Accountant-Blue-Nile-Cairo-Egypt
680d059b9eeca96d883e4541,Scaffolding & Formwork Sales Engineer,Arab Mechanical Engineers  -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 2 - 3 Yrs of Exp,Entry Level,· Engineering - Construction/Civil/Architecture,"['· AutoCAD', '· Construction', '· Scaffolding', '· Engineering', '· Civil Engineering', '· Steel', '· Formwork']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/wLTtUrChDdHF-Scaffolding-Formwork-Sales-Engineer-Arab-Mechanical-Engineers-Cairo-Egypt
680d059b9eeca96d883e4542,Accounting Manager,Electric Charge -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 8 - 12 Yrs of Exp,Manager,· Accounting/Finance,"['· Accounting', '· Budgeting', '· Reporting', '· Financial Reporting', '· Financial Management', '· Financial Analysis', '· ERP', '· Tax', '· ksa regulation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fErzMJvQyY2X-Accounting-Manager-Electric-Charge-Cairo-Egypt
680d059b9eeca96d883e4543,Human Resources Manager,Confidential -,"Obour City, Cairo, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Manager,· Administration,"['· Human Resources', '· HR', '· Labor', '· Labor Law', '· Leadership', '· Personnel', '· Recruitment']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/J2agi0L2RjpH-Human-Resources-Manager-Cairo-Egypt
680d059b9eeca96d883e4544,Planning Manager,Al monairy -,"Alsadat City, Monufya, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Manager,· Logistics/Supply Chain,"['· Food', '· Industrial', '· Manufacturing', '· Production', '· Sales', '· Supply Chain']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vV2V7EgEEA21-Planning-Manager-Al-monairy-Monufya-Egypt
680d059b9eeca96d883e4545,Purchasing Manager,Al monairy -,"Alsadat City, Monufya, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Manager,· Logistics/Supply Chain,"['· Logistics', '· Negotiation', '· Procurement', '· Planning', '· SAP', '· Supply', '· Supply Chain']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Lr3IuFptcjEt-Purchasing-Manager-Al-monairy-Monufya-Egypt
680d059b9eeca96d883e4546,Project Coordinator.,Fixcrowd -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Entry Level,· Operations/Management,"['· Project Coordinator', '· Operations Coordinator', '· Scheduling Coordinator', '· Service Coordinator', '· Maintenance Coordinator', '· Property Services Coordinator', '· Technical Support Coordinator', '· Project Management', '· Invoicing & Documentation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Hh8ZOgIAglCn-Project-Coordinator-Fixcrowd-Cairo-Egypt
680d059b9eeca96d883e4547,Real Estate Agent,The Address investments- Kayan -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 0 - 5 Yrs of Exp,Entry Level,· Sales/Retail,"['· Sales', '· Real Estate', '· sales skills', '· Marketing', '· Accounting', '· insurance', '· cars', '· auto', '· pharmacy']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3EmDaWsZzRTW-Real-Estate-Agent-The-Address-investments--Kayan-Cairo-Egypt
680d059b9eeca96d883e4548,Telesales Agent,Pearlly -,"Maadi, Cairo, Egypt",Full Time,Remote,· 1 - 3 Yrs of Exp,Entry Level,· Customer Service/Support,"['· Sales', '· sales skills', '· Telesales', '· Customer Service', '· Call Center']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/mBhePu909yoS-Telesales-Agent-Pearlly-Cairo-Egypt
680d059b9eeca96d883e4549,Accountant,Savvy Design -,"Giza, Egypt",Full Time,Hybrid,· 2 - 4 Yrs of Exp,Entry Level,· Accounting/Finance,"['· Accounting', '· accountant', '· excel', '· Finance', '· analytical', '· MS Excel', '· Financial Analysis']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5YZ5KHHEji2c-Accountant-Savvy-Design-Giza-Egypt
680d059b9eeca96d883e454a,Human Resource Administrative Assistant,Pyramids Pharmacy  -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Administration,"['· human resource', '· Administration']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/gva7V7ZkNBsX-Human-Resource-Administrative-Assistant-Pyramids-Pharmacy-Giza-Egypt
680d059b9eeca96d883e454b,Branch Manager,Confidential -,"Aswan, Aswan, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Manager,· Operations/Management,"['· Branch', '· Branch Management', '· Branch Manager', '· Customer Service', '· Sales', '· Marketing', '· Manager', '· sales skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XjoVHGLVB02F-Branch-Manager-Aswan-Egypt
680d059b9eeca96d883e454c,Sales Representative - Classic Fashion Retail,Brand House  -,"Cairo, Egypt",Full Time,On-site,· 1 - 5 Yrs of Exp,Entry Level,· Operations/Management,"['· Sales', '· Sales Target', '· Fashion Retail', '· Customer Service', '· sales skills', '· negotiation', '· presentation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/B8jehpeiokR9-Sales-Representative---Classic-Fashion-Retail-Brand-House-Cairo-Egypt
680d059b9eeca96d883e454d,Tendering Estimation Engineer,Hivac Contracting -,"New Cairo, Cairo, Egypt",Part Time,Remote,· 5 - 10 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· Engineering', '· Estimation', '· Fire Fighting', '· HVAC', '· Mechanical', '· Plumbing', '· Pricing', '· tender']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/vihGZ3nFrHEG-Tendering-Estimation-Engineer-Hivac-Contracting-Cairo-Egypt
680d059b9eeca96d883e454e,Business Development Executive,Hivac Contracting -,"New Cairo, Cairo, Egypt",Full Time,Remote,· 3 - 5 Yrs of Exp,Experienced,· Engineering - Construction/Civil/Architecture,"['· Business Development', '· business', '· Development', '· Electrical Engineering', '· Sales', '· Mechanical Engineering', '· MEP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/oTJZ1HA8eJps-Business-Development-Executive-Hivac-Contracting-Cairo-Egypt
680d059b9eeca96d883e454f,FP&A Senior Section Head,Square Engineering Firm -,"Madinaty, Cairo, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Manager,· Accounting/Finance,"['· Finance', '· Financial Analysis', '· CFA', '· Financial Management', '· Analysis', '· Accounting']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/JbQPLyJOMXE3-FPA-Senior-Section-Head-Square-Engineering-Firm-Cairo-Egypt
680d059b9eeca96d883e4550,Data Entry Clerk,Confidential -,"Downtown, Cairo, Egypt",Full Time,Remote,· 1 - 20 Yrs of Exp,Experienced,· Administration,"['· data input specialist', '· data entry', '· Microsoft Excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/d4Dt77qyKDwj-Data-Entry-Clerk-Cairo-Egypt
680d059b9eeca96d883e4551,MEP Mechanical Engineer,Hivac Contracting -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· AutoCAD', '· Firefighting', '· HVAC', '· Engineering', '· Mechanical Engineering', '· Communication skills', '· HVAC Systems', '· HVAC Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/1LP7RW48IxDC-MEP-Mechanical-Engineer-Hivac-Contracting-Cairo-Egypt
