_id,Job Title,Company Name,Location,Job Type,Workplace Type,Years of Experience,Career Level,Job Category,Skills,Job Link
680d059b9eeca96d883e4c54,Customer Service Team Leader,AssureNet -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Manager,· Customer Service/Support,"['· Customer Service', '· Customer Support', '· Communication', '· Management', '· Customer Care']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nLhxKUPEbKID-Customer-Service-Team-Leader-AssureNet-Cairo-Egypt
680d059b9eeca96d883e4c55,Graphic Designer,Confidential -,"Maadi, Cairo, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· Adobe Photoshop', '· Design', '· Fine Arts', '· Graphic Design', '· illustrator', '· photoshop', '· Arts', '· Adobe illustrator', '· dreamweaver']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/fEpEmXIqGdAj-Graphic-Designer-Cairo-Egypt
680d059b9eeca96d883e4c56,Manufacturing Junior HR Business Partner,EGIC -,"6th of October, Giza, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Entry Level,· Human Resources,"['· HR', '· HR Business', '· HR Business Partner', '· Human Resources (HR)', '· Microsoft Office', '· Recruitment', '· HR operations', '· Exit Interviews']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/8EzvLkkUS0PY-Manufacturing-Junior-HR-Business-Partner-EGIC-Giza-Egypt
680d059b9eeca96d883e4c57,Site Manager,GTCI Constructors  -,"Cairo, Egypt",Full Time,On-site,· 10 - 20 Yrs of Exp,Manager,· Engineering - Construction/Civil/Architecture,"['· PMP', '· Project', '· Management', '· Engineering', '· Project Management', '· Project Manager', '· Project Director']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/RzeuQogNeuas-Site-Manager-GTCI-Constructors-Cairo-Egypt
680d059b9eeca96d883e4c58,HR Coordinator ( Personnel and Payroll ),Mersal  -,"Maadi, Cairo, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Experienced,· Human Resources,"['· Human Resources (HR)', '· Personnel', '· Microsoft Office', '· HR', '· English', '· HR Diploma', '· Labor Laws', '· Employment', '· Interviewing']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/eJAmFd0e9ndg-HR-Coordinator-Personnel-and-Payroll-Mersal-Cairo-Egypt
680d059b9eeca96d883e4c59,IT OS & Data Base Expert,Wadi Group -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,· 3 - 7 Yrs of Exp,Experienced,· IT/Software Development,"['· Computer Engineering', '· Computer Science', '· DBMS', '· Engineering', '· Information Technology (IT)', '· Linux', '· Oracle', '· SOA', '· Software Development']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/63w0ZvCTSOLd-IT-OS-Data-Base-Expert-Wadi-Group-Giza-Egypt
680d059b9eeca96d883e4c5a,Warehouse Specialist,IRON MOUNTAIN -,"Alsadat City, Monufya, Egypt",Freelance / Project,On-site,· 0 - 5 Yrs of Exp,Entry Level,· Administration,"['· inventory', '· Logistics', '· Management', '· Supply Chain', '· Warehouse', '· Warehousing']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/TnVEkhBRcuho-Warehouse-Specialist-IRON-MOUNTAIN-Monufya-Egypt
680d059b9eeca96d883e4c5b,Procurement specialist ( IT & Software ),Egyptian Company for Cosmetics -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· IT/Software Development,"['· Procurement', '· Purchasing', '· Negotiation', '· it & software', '· IT procurement']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/INB04t1NKZtl-Procurement-specialist-IT-Software-Egyptian-Company-for-Cosmetics-Cairo-Egypt
680d059b9eeca96d883e4c5c,Accountant,Khales -,"6th of October, Giza, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Entry Level,· Accounting/Finance,"['· Accounting principles', '· Finance', '· excel', '· analytical', '· General Ledger', '· MS Excel', '· MS']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/nOjvVbtdlvWu-Accountant-Khales-Giza-Egypt
680d059b9eeca96d883e4c5d,Stock Controller - Costing,SAVOLA -,"Minya, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Entry Level,· Accounting/Finance,"['· Commerce', '· Costing', '· Stock Control', '· Accounting']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/N30tyT3spdIA-Stock-Controller---Costing-SAVOLA-Minya-Egypt
680d059b9eeca96d883e4c5e,Executive Secretary,microtech -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 2+ Yrs of Exp,Experienced,· Administration,"['· Administration', '· Business Administration', '· Communication', '· Executive', '· excel', '· HR', '· Management', '· Microsoft Office', '· MS Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yWutUNMQ1Aet-Executive-Secretary-microtech-Cairo-Egypt
680d059b9eeca96d883e4c5f,RAMS Engineers,COLAS RAIL Egypt -,"6th of October, Giza, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· rail', '· rams', '· Safety', '· Reliability', '· Engineering', '· Maintability', '· Mechanical Engineering', '· Electrical Engineering']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Jly8yGbUVLyh-RAMS-Engineers-COLAS-RAIL-Egypt-Giza-Egypt
680d059b9eeca96d883e4c60,SR. Outbound Hotel Reservation Agent (Africa Focus),BCD-EWT   -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Experienced,· Customer Service/Support,"['· Communication skills', '· Booking', '· Customer Support', '· hotel', '· hotel reservations', '· Outbound', '· Tourism']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/6f16i5sheHKL-SR-Outbound-Hotel-Reservation-Agent-Africa-Focus-BCD-EWT-Cairo-Egypt
680d059b9eeca96d883e4c61,Stock Controller,SAVOLA -,"Alexandria, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Entry Level,· Accounting/Finance,"['· Commerce', '· Accounting', '· Costing', '· Finance', '· Stock Control']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/WkheNBbylGyt-Stock-Controller-SAVOLA-Alexandria-Egypt
680d059b9eeca96d883e4c62,Administrative Assistant,EVIVVA HOLDING -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 5 - 10 Yrs of Exp,Experienced,· Administration,"['· Admin', '· Administration', '· administrative', '· administrative assistant', '· Assistant', '· Communication', '· Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/3MvvR0a2fem8-Administrative-Assistant-EVIVVA-HOLDING-Cairo-Egypt
680d059b9eeca96d883e4c63,HR Talent Management specialist,Suez Canal container Terminal -,"Port Fuad, Port Said, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Human Resources,"['· Human Resources (HR)', '· Talent management', '· Talent acquisition', '· Talent']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bBWL24wSQjW2-HR-Talent-Management-specialist-Suez-Canal-container-Terminal-Port-Said-Egypt
680d059b9eeca96d883e4c64,System Engineer,Efada Technology -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Experienced,· Installation/Maintenance/Repair,"['· Active Directory', '· Cloud', '· Azure', '· Engineering', '· Information Technology (IT)', '· Communication skills', '· MCSA']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/rrMMZ6jeuDUG-System-Engineer-Efada-Technology-Cairo-Egypt
680d059b9eeca96d883e4c65,General Manager company & Hotel,Confidential -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 7 - 15 Yrs of Exp,Experienced,· Hospitality/Hotels/Food Services,"['· general manager', '· Hotels', '· Management', '· Operations', '· Hospitality']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Jq1Yrg4GHpil-General-Manager-company-Hotel-Cairo-Egypt
680d059b9eeca96d883e4c66,Business Planning Manager,Wadi Group -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Manager,· Accounting/Finance,"['· Administration', '· business', '· Business Administration', '· Business Development', '· Communication', '· Communication skills', '· ERP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/C3izNTid4WnO-Business-Planning-Manager-Wadi-Group-Giza-Egypt
680d059b9eeca96d883e4c67,Showroom Sales Representative - Cairo & Alex,American Mattress -,"Cairo, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Experienced,· Customer Service/Support,"['· Sales & Upselling Techniques', '· Customer Service Excellence', '· Product Knowledge', '· Communication Skills', '· Negotiation Skills', '· Presentation & Personal Appearanc', '· Problem-Solving Abilities', '· Team Collaboration']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/44xBjysIx9YE-Showroom-Sales-Representative---Cairo-Alex-American-Mattress-Cairo-Egypt
680d059b9eeca96d883e4c68,Solar Site Engineer,IRSC -,"Mokattam, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· Engineering', '· Site', '· CAD', '· Project', '· Communication Skills', '· Electrical', '· Site Engineer', '· English', '· Microsoft Office']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/MvbRZdTadZ1P-Solar-Site-Engineer-IRSC-Cairo-Egypt
680d059b9eeca96d883e4c69,Financial Manager,Confidential -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 10 - 18 Yrs of Exp,Experienced,· Tourism/Travel,"['· Financial Management', '· Accounting', '· CPA', '· CFA', '· Financial Analysis', '· OR', '· Statutory Legislation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/XVEiIESHE33T-Financial-Manager-Cairo-Egypt
680d059b9eeca96d883e4c6a,Export Specialist,EVIVVA HOLDING -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 2 - 7 Yrs of Exp,Experienced,· Logistics/Supply Chain,"['· Communication', '· Communication skills', '· Export', '· Logistics', '· MS Office', '· Sales', '· Skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/97jWOqLKbs0E-Export-Specialist-EVIVVA-HOLDING-Cairo-Egypt
680d059b9eeca96d883e4c6b,CEO Personal Assistant,Tiger Med For Medical Agencies -,"Maadi, Cairo, Egypt",Full Time,Hybrid,· 3 - 15 Yrs of Exp,Experienced,· Administration,"['· CEO Personal Assistant', '· Office management', '· Administration', '· Assistant', '· Microsoft Office', '· CEO', '· Personal']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/l2mukuv1FYnQ-CEO-Personal-Assistant-Tiger-Med-For-Medical-Agencies-Cairo-Egypt
680d059b9eeca96d883e4c6c,Legal Affairs Specialist,Confidential -,"6th of October, Giza, Egypt",Full Time,On-site,· 3 - 20 Yrs of Exp,Experienced,· Legal,"['· Law', '· Legal', '· Administration']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xaHohkQJOTWm-Legal-Affairs-Specialist-Giza-Egypt
680d059b9eeca96d883e4c6d,Accountant,Master United -,"Katameya, Cairo, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Experienced,· Accounting/Finance,"['· accountant', '· Accounting', '· Financial Management', '· Finance', '· Financial Analysis', '· Construction', '· Payable Accounting']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/xMynEhXEmotv-Accountant-Master-United-Cairo-Egypt
680d059b9eeca96d883e4c6e,Legal Manager,Suez Canal container Terminal -,"Port Fuad, Port Said, Egypt",Full Time,On-site,· 8+ Yrs of Exp,Manager,· Legal,"['· Law', '· Legal', '· English', '· Communication skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/stF9NrDBNSV7-Legal-Manager-Suez-Canal-container-Terminal-Port-Said-Egypt
680d059b9eeca96d883e4c6f,Sales Specialist,Procrew -,"Jeddah, Saudi Arabia",Full Time,Hybrid,· 3 - 5 Yrs of Exp,Experienced,· Business Development,"['· Arabic', '· sales skills', '· Sales Target', '· Communication', '· Customer Service', '· English', '· Negotiation', '· Presentation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/yl5uc8F4t3nB-Sales-Specialist-Procrew-Jeddah-Saudi-Arabia
680d059b9eeca96d883e4c70,CO - Teacher,Egypt Education Platform -,"Hurghada, Red Sea, Egypt",Full Time,On-site,· 1 - 8 Yrs of Exp,Experienced,· Education/Teaching,"['· Education', '· English', '· English Teaching', '· children', '· Teaching']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/UekSe0PB2YaQ-CO---Teacher-Egypt-Education-Platform-Red-Sea-Egypt
680d059b9eeca96d883e4c71,Mechanical Engineer,Mazloum -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 9 - 15 Yrs of Exp,Manager,· Installation/Maintenance/Repair,"['· Mechanical Engineering', '· Maintenance', '· Engineering', '· Electrical Engineering', '· mechanics', '· Mechanical', '· Vehicles']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/BzHi7mgfQLb7-Mechanical-Engineer-Mazloum-Cairo-Egypt
680d059b9eeca96d883e4c72,Collection Specialist,Orouba Misr -,"Smouha, Alexandria, Egypt",Full Time,On-site,· 2 - 4 Yrs of Exp,Entry Level,· Accounting/Finance,"['· Collection specialist', '· Communication skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZO2UafBj7JxP-Collection-Specialist-Orouba-Misr-Alexandria-Egypt
680d059b9eeca96d883e4c73,Special Need Science Therapist,Confidential -,"Frankfurt am Main, Germany",Full Time,On-site,· 0 - 3 Yrs of Exp,Entry Level,· Medical/Healthcare,"['· Effectively conveying information to patients, families, and colleagues.', '· Understanding and connecting with patients on an emotional level.']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YQNFRx57aXuB-Special-Need-Science-Therapist-Frankfurt-am-Main-Germany
680d059b9eeca96d883e4c74,Pre Sales Engineer,ECCC -,"Cairo, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Sales/Retail,"['· Engineering', '· Sales', '· Communication', '· Development', '· Selling', '· Sales Target', '· technical']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/jMmN6nuctILR-Pre-Sales-Engineer-ECCC-Cairo-Egypt
680d059b9eeca96d883e4c75,Structural Engineer,Integrated Façade Solution -,"Heliopolis, Cairo, Egypt",Full Time,On-site,· 0 - 1 Yrs of Exp,Entry Level,· Engineering - Construction/Civil/Architecture,"['· Engineering', '· AutoCAD', '· Steel', '· Civil Engineering', '· SAP2000', '· Excel', '· Design', '· Structuring', '· Microsoft Excel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/aek7i5j2f9Ab-Structural-Engineer-Integrated-Façade-Solution-Cairo-Egypt
680d059b9eeca96d883e4c76,Data Entry,engineering tracks -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 0 - 1 Yrs of Exp,Entry Level,· Accounting/Finance,"['· Microsoft Office', '· Data Entry', '· Administration', '· Customer Service', '· Communication', '· computer', '· English']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ZU5l9RH8pPiY-Data-Entry-engineering-tracks-Cairo-Egypt
680d059b9eeca96d883e4c77,Medium Voltage Design Engineer,Smart Group -,"10th of Ramadan City, Cairo, Egypt",Full Time,On-site,· 5 - 8 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· AutoCAD', '· Design', '· Electrical Engineering', '· Medium Voltage']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/dGgPhGMxqqWX-Medium-Voltage-Design-Engineer-Smart-Group-Cairo-Egypt
680d059b9eeca96d883e4c78,Senior Full Stack PHP Laravel Developer (Remote - Full Time),HIGHBASE TRADING W.L.L -,"Cairo, Egypt",Full Time,Remote,· 5 - 10 Yrs of Exp,Experienced,· IT/Software Development,"['· PHP', '· HTML5', '· CSS3', '· Laravel', '· MySQL', '· Vue.js', '· Tailwind', '· Front-End Development']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/j8EuteiQISiz-Senior-Full-Stack-PHP-Laravel-Developer-Remote---Full-Time-HIGHBASE-TRADING-W-L-L-Cairo-Egypt
680d059b9eeca96d883e4c79,Project Manager- Owner Representative,Capital Link Developments -,"New Capital, Cairo, Egypt",Full Time,On-site,· 10 - 12 Yrs of Exp,Manager,· Engineering - Construction/Civil/Architecture,"['· Planning', '· Primavera', '· PMP', '· Engineering', '· Project Management', '· Microsoft Project', '· PRMG', '· Construction', '· PM']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/imXZMO9t5kxs-Project-Manager--Owner-Representative-Capital-Link-Developments-Cairo-Egypt
680d059b9eeca96d883e4c7a,Senior Social Media Specialist,Mobilcom -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 5 - 7 Yrs of Exp,Experienced,· Media/Journalism/Publishing,"['· business', '· communications', '· facebook', '· Marketing', '· New Media', '· Public Relations', '· Skills', '· media', '· E-Marketing']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/kf9L1Cw5k7tW-Senior-Social-Media-Specialist-Mobilcom-Cairo-Egypt
680d059b9eeca96d883e4c7b,Customer Account Manager,ECRAL -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 4 - 5 Yrs of Exp,Experienced,· Customer Service/Support,"['· Communication', '· Customer Care', '· Customer Service', '· Customer Support', '· English', '· Microsoft', '· office', '· Skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/IcGgbemyV33w-Customer-Account-Manager-ECRAL-Cairo-Egypt
680d059b9eeca96d883e4c7c,Human Resources Generalist,Confidential -,"Mohandessin, Giza, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Administration,"['· HR generalist', '· HR', '· Human Resources', '· Recruitment', '· Labor Law', '· Personnel']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/7ODeGcZY5Jo7-Human-Resources-Generalist-Giza-Egypt
680d059b9eeca96d883e4c7d,Pharmacist Assistant,Al Ahly Medical Company -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Entry Level,· Medical/Healthcare,"['· Customer Service', '· Pharmaceutical', '· Medical', '· Pharmacy', '· Healthcare']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Yod3Mbb7JeRZ-Pharmacist-Assistant-Al-Ahly-Medical-Company-Cairo-Egypt
680d059b9eeca96d883e4c7e,English Instructor - Maadi - Nasr City - Downtown - 6th of October- 5th Settlement (Charters),Berlitz Egypt -,"Maadi, Cairo, Egypt",Full Time,Hybrid,· 0 - 3 Yrs of Exp,Entry Level,· Education/Teaching,"['· Languages', '· Linguistics', '· Training', '· Translation', '· Instructor', '· Education', '· IQP', '· Teaching']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/B8BSSIsC4Bru-English-Instructor---Maadi---Nasr-City---Downtown---6th-of-October--5th-Settlement-Charters-Berlitz-Egypt-Cairo-Egypt
680d059b9eeca96d883e4c7f,Supply Chain Manager,Kandil Industries -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 5 - 10 Yrs of Exp,Manager,· Logistics/Supply Chain,"['· Logistics', '· Supply', '· Purchasing', '· Procurement', '· analytical', '· Chain Management', '· supply chain management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/MzQZac4ZupoL-Supply-Chain-Manager-Kandil-Industries-Cairo-Egypt
680d059b9eeca96d883e4c80,Sales Representative,Confidential -,"Cairo, Egypt",Full Time,On-site,· 1+ Yrs of Exp,Entry Level,· Sales/Retail,"['· Communication', '· Customer Service', '· Target oriented', '· Sales', '· Education', '· Experience', '· Industry', '· Interpersonal skills', '· Negotiation']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/OcAwgrHXWHRW-Sales-Representative-Cairo-Egypt
680d059b9eeca96d883e4c81,Senior Accountant,AssureNet -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Accounting/Finance,"['· Accounting', '· accountant', '· Finance', '· QuickBooks']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/PkysmDzRyohG-Senior-Accountant-AssureNet-Cairo-Egypt
680d059b9eeca96d883e4c82,Talent Acquisition Specialist,Carofi -,"New Cairo, Cairo, Egypt",Full Time,Hybrid,· 2 - 4 Yrs of Exp,Experienced,· Human Resources,"['· Communication', '· Interviewing', '· Recruiting', '· Recruitment', '· Talent acquisition']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/I8qh2i5xdhmx-Talent-Acquisition-Specialist-Carofi-Cairo-Egypt
680d059b9eeca96d883e4c83,Procurement manager,GlassRock Insulation Co. -,"Alsadat City, Monufya, Egypt",Full Time,On-site,· 10 - 15 Yrs of Exp,Manager,· Logistics/Supply Chain,"['· Engineering', '· Electrical Engineering', '· Logistics', '· Purchasing Management', '· Purchasing', '· Management', '· Procurement', '· Supply Chain']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/GtLU8NYSucST-Procurement-manager-GlassRock-Insulation-Co-Monufya-Egypt
680d059b9eeca96d883e4c84,Senior SEO Specialist,AssureNet -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 3 - 5 Yrs of Exp,Experienced,· Marketing/PR/Advertising,"['· Digital Marketing', '· Leadership', '· SEO', '· business', '· Communication', '· Communication skills', '· E-Marketing', '· Marketing', '· Reporting']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/BPUBeBb302X0-Senior-SEO-Specialist-AssureNet-Cairo-Egypt
680d059b9eeca96d883e4c85,Marketing Director,Credence -,"Hurghada, Red Sea, Egypt",Full Time,On-site,· 10 - 15 Yrs of Exp,Senior Management,· Creative/Design/Art,"['· Administration', '· Communication', '· Creative', '· Online Marketing', '· business', '· Marketing', '· media', '· Management']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/YdRx38V3fn6X-Marketing-Director-Credence-Red-Sea-Egypt
680d059b9eeca96d883e4c86,HR Coordinator,smart work -,"Cairo, Egypt",Full Time,Remote,· 3 - 5 Yrs of Exp,Experienced,· Human Resources,"['· HR', '· HR Systems', '· Human Resources', '· Communication skills', '· Business Administration', '· business', '· Administration', '· Human Resources (HR)', '· Communication']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5eQXGJbM1AnJ-HR-Coordinator-smart-work-Cairo-Egypt
680d059b9eeca96d883e4c87,Export Sales Manager,Hydro Metal -,"Abu Rawash, Giza, Egypt",Full Time,On-site,· 5 - 20 Yrs of Exp,Manager,· Logistics/Supply Chain,"['· Customer Service', '· Export', '· Manager', '· Sales', '· Sales Target', '· Administration', '· Business Administration', '· business']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/QhZMFFG9n6FL-Export-Sales-Manager-Hydro-Metal-Giza-Egypt
680d059b9eeca96d883e4c88,Draftsman,Confidential -,"Dokki, Giza, Egypt",Full Time,On-site,· 1 - 7 Yrs of Exp,Experienced,· Other,"['· AutoCAD', '· Design', '· Engineering', '· Revit', '· SolidWorks', '· CAD', '· Experience']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/CkaD3P0NJpR2-Draftsman-Giza-Egypt
680d059b9eeca96d883e4c89,Head OF Internal Audit,Confidential -,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,· 10 - 15 Yrs of Exp,Manager,· Accounting/Finance,"['· Auditing', '· Audit', '· auditor', '· CIA', '· Internal auditing', '· Internal auditor']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Cs0nFVMQkaWh-Head-OF-Internal-Audit-Giza-Egypt
680d059b9eeca96d883e4c8a,Project Manager (Civil Engineer),Confidential -,"Alsadat City, Monufya, Egypt",Full Time,On-site,· 10 - 15 Yrs of Exp,Manager,· Engineering - Construction/Civil/Architecture,"['· Civil Engineering', '· Construction', '· Engineering', '· PMP']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ttIsDjugiTb1-Project-Manager-Civil-Engineer-Monufya-Egypt
680d059b9eeca96d883e4c8b,Remote Data Analyst & Processor,HIGHBASE TRADING W.L.L -,"Cairo, Egypt",Full Time,Remote,· 1 - 5 Yrs of Exp,Experienced,· IT/Software Development,"['· Data Analysis', '· Data Processing', '· Microsoft Excel', '· Lead Generation', '· data scrap', '· marketing data', '· vendor onboarding', '· product data upload']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/t488cMIwPf6s-Remote-Data-Analyst-Processor-HIGHBASE-TRADING-W-L-L-Cairo-Egypt
680d059b9eeca96d883e4c8c,Sales Representatives,Ecotech -,"Smouha, Alexandria, Egypt",Full Time,On-site,· 2 - 5 Yrs of Exp,Experienced,· Business Development,"['· sales skills', '· Sales Target', '· Communication', '· Negotiation', '· negotiation skills', '· Sales', '· sales targets', '· Skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Gv2BBhp8NWim-Sales-Representatives-Ecotech-Alexandria-Egypt
680d059b9eeca96d883e4c8d,Instructors (Min 5 Years Exp.),CLS Learning Solutions -,"Cairo, Egypt",Full Time,On-site,· 5 - 20 Yrs of Exp,Experienced,· Training/Instructor,"['· Training', '· Teaching', '· Computer Engineering', '· Computer Science', '· Development', '· Education', '· Instructor', '· Science', '· Software']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/bSjZkXtHRnsF-Instructors-Min-5-Years-Exp-CLS-Learning-Solutions-Cairo-Egypt
680d059b9eeca96d883e4c8e,Graphic Designer,aladawy advanced system -,"Abdeen, Cairo, Egypt",Full Time,On-site,· 5 - 10 Yrs of Exp,Experienced,· Creative/Design/Art,"['· Adobe illustrator', '· photoshop', '· indesign', '· Graphic', '· Adobe Photoshop', '· Arts', '· Graphic Design']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/RIZhvUPyEgml-Graphic-Designer-aladawy-advanced-system-Cairo-Egypt
680d059b9eeca96d883e4c8f,Senior Maintenance Engineer,ELDAHAN -,"Obour City, Cairo, Egypt",Full Time,On-site,· 7 - 10 Yrs of Exp,Experienced,· Engineering - Mechanical/Electrical,"['· Computer Skills', '· Engineering', '· English', '· Communication', '· Communication skills', '· Mechanical', '· Mechanical Engineering', '· Hydraulic Systems', '· Pneumatics']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/DfAKAuGMueyu-Senior-Maintenance-Engineer-ELDAHAN-Cairo-Egypt
680d059b9eeca96d883e4c90,Sales Manager,Charisma Design -,"Nasr City, Cairo, Egypt",Full Time,On-site,· 1 - 3 Yrs of Exp,Manager,· Sales/Retail,"['· business', '· Communication', '· Customer Service', '· CRM', '· Management', '· Market Research', '· Operations', '· Sales Target', '· sales skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/ksok3wLdmLqx-Sales-Manager-Charisma-Design-Cairo-Egypt
680d059b9eeca96d883e4c91,Fresh Real Estate Sales,The Address Investments for Real Estate Consultancy -,"New Cairo, Cairo, Egypt",Full Time,On-site,· 0 - 5 Yrs of Exp,Entry Level,· Sales/Retail,"['· Communication', '· sales skills', '· Real Estate', '· Communication skills', '· Sales Target']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/5K1MxM9mduGP-Fresh-Real-Estate-Sales-The-Address-Investments-for-Real-Estate-Consultancy-Cairo-Egypt
680d059b9eeca96d883e4c92,Sales Specialistl,J&T Express Egypt -,"Maadi, Cairo, Egypt",Full Time,On-site,· 1 - 2 Yrs of Exp,Experienced,· Logistics/Supply Chain,"['· negotiation', '· Sales Field', '· Outdoor Sales', '· Saudi\xa0market', '· communication\xa0skills']",https://wuzzuf.nethttps://wuzzuf.net/jobs/p/Ss14blzLF3ne-Sales-Specialistl-JT-Express-Egypt-Cairo-Egypt
